item,related item,score
ชาบู,ครีมกันแดด,1.0
กระเป๋า,ครีมกันแดด,1.0
ชาบู,กระเป๋า,1.0
ครีมกันแดด,ชาบู,1.0
ครีมกันแดด,กระเป๋า,1.0
กระเป๋า,ชาบู,1.0
กระเป๋า,โรตี,0.9870962335856491
ครีมกันแดด,โรตี,0.9870962335856491
ชาบู,โรตี,0.9870962335856491
โรตี,ชาบู,0.9870962335856491
โรตี,กระเป๋า,0.9870962335856491
โรตี,ครีมกันแดด,0.9870962335856491
กะหรี่(ปั๊บ),กระเป๋า,0.9740215340114142
กะหรี่(ปั๊บ),ชาบู,0.9740215340114142
กระเป๋า,กะหรี่(ปั๊บ),0.9740215340114142
กะหรี่(ปั๊บ),ครีมกันแดด,0.9740215340114142
ชาบู,กะหรี่(ปั๊บ),0.9740215340114142
ครีมกันแดด,กะหรี่(ปั๊บ),0.9740215340114142
กะหรี่(ปั๊บ),โรตี,0.960085344712797
โรตี,กะหรี่(ปั๊บ),0.960085344712797
ชาบู,เม็ดมะม่วงหิมพานต์,0.9473309334313418
ครีมกันแดด,เม็ดมะม่วงหิมพานต์,0.9473309334313418
เม็ดมะม่วงหิมพานต์,ครีมกันแดด,0.9473309334313418
เม็ดมะม่วงหิมพานต์,กระเป๋า,0.9473309334313418
กระเป๋า,เม็ดมะม่วงหิมพานต์,0.9473309334313418
เม็ดมะม่วงหิมพานต์,ชาบู,0.9473309334313418
กะหรี่(ปั๊บ),เม็ดมะม่วงหิมพานต์,0.9448090244404383
เม็ดมะม่วงหิมพานต์,กะหรี่(ปั๊บ),0.9448090244404383
กระเป๋า,หมอนข้าง,0.9336995618478525
ครีมกันแดด,หมอนข้าง,0.9336995618478525
ชาบู,หมอนข้าง,0.9336995618478525
หมอนข้าง,ครีมกันแดด,0.9336995618478525
หมอนข้าง,ชาบู,0.9336995618478525
หมอนข้าง,กระเป๋า,0.9336995618478525
เม็ดมะม่วงหิมพานต์,โรตี,0.932294445082039
โรตี,เม็ดมะม่วงหิมพานต์,0.932294445082039
เม็ดมะม่วงหิมพานต์,หมอนข้าง,0.9276336570439173
หมอนข้าง,เม็ดมะม่วงหิมพานต์,0.9276336570439173
เนื้อย่าง,เนื้อวากิล,0.9265616458263766
เนื้อวากิล,เนื้อย่าง,0.9265616458263766
หมอนข้าง,โรตี,0.9180845587231844
โรตี,หมอนข้าง,0.9180845587231844
ครีมกันแดด,แฟน ที่แปลว่าพัดลม,0.9058216273156765
กระเป๋า,แฟน ที่แปลว่าพัดลม,0.9058216273156765
แฟน ที่แปลว่าพัดลม,กระเป๋า,0.9058216273156765
แฟน ที่แปลว่าพัดลม,ชาบู,0.9058216273156765
แฟน ที่แปลว่าพัดลม,ครีมกันแดด,0.9058216273156765
ชาบู,แฟน ที่แปลว่าพัดลม,0.9058216273156765
Software ถูกลิขสิทธิ์,โรตี,0.9032106474595007
หมูแดดเดียว,โรตี,0.9032106474595007
โรตี,หมูแดดเดียว,0.9032106474595007
โรตี,Software ถูกลิขสิทธิ์,0.9032106474595007
กะหรี่(ปั๊บ),หมอนข้าง,0.9022141990953615
หมอนข้าง,กะหรี่(ปั๊บ),0.9022141990953615
แฟน ที่แปลว่าพัดลม,กะหรี่(ปั๊บ),0.9009192002645994
กะหรี่(ปั๊บ),แฟน ที่แปลว่าพัดลม,0.9009192002645994
แฟน ที่แปลว่าพัดลม,เม็ดมะม่วงหิมพานต์,0.8964214570007953
เม็ดมะม่วงหิมพานต์,แฟน ที่แปลว่าพัดลม,0.8964214570007953
Software ถูกลิขสิทธิ์,ครีมกันแดด,0.8915558282417287
หมูแดดเดียว,กระเป๋า,0.8915558282417287
Software ถูกลิขสิทธิ์,กระเป๋า,0.8915558282417287
หมูแดดเดียว,ชาบู,0.8915558282417287
หมูแดดเดียว,ครีมกันแดด,0.8915558282417287
ครีมกันแดด,Software ถูกลิขสิทธิ์,0.8915558282417287
กระเป๋า,หมูแดดเดียว,0.8915558282417287
กระเป๋า,Software ถูกลิขสิทธิ์,0.8915558282417287
ชาบู,Software ถูกลิขสิทธิ์,0.8915558282417287
ชาบู,หมูแดดเดียว,0.8915558282417287
ครีมกันแดด,หมูแดดเดียว,0.8915558282417287
Software ถูกลิขสิทธิ์,ชาบู,0.8915558282417287
โรตี,แฟน ที่แปลว่าพัดลม,0.8889859687484268
แฟน ที่แปลว่าพัดลม,โรตี,0.8889859687484268
หมูแดดเดียว,กะหรี่(ปั๊บ),0.885807893036239
กะหรี่(ปั๊บ),หมูแดดเดียว,0.885807893036239
แสงโสม,แม่โขง,0.8807048459279793
แม่โขง,แสงโสม,0.8807048459279793
เม็ดมะม่วงหิมพานต์,หมูแดดเดียว,0.8804062740424287
หมูแดดเดียว,เม็ดมะม่วงหิมพานต์,0.8804062740424287
แฟน ที่แปลว่าพัดลม,หมอนข้าง,0.8791916407567071
หมอนข้าง,แฟน ที่แปลว่าพัดลม,0.8791916407567071
น้ำส้มดีโด้,กะหรี่(ปั๊บ),0.86991767240168
กะหรี่(ปั๊บ),น้ำส้มดีโด้,0.86991767240168
กระเป๋า chanel,Brownie อวกาศ,0.8660254037844387
Brownie อวกาศ,กระเป๋า chanel,0.8660254037844387
เนื้อย่าง,เม็ดมะม่วงหิมพานต์,0.8624833627499189
เม็ดมะม่วงหิมพานต์,เนื้อย่าง,0.8624833627499189
เนื้อย่าง,โรตี,0.8583950752789521
โรตี,เนื้อย่าง,0.8583950752789521
กะหรี่(ปั๊บ),Software ถูกลิขสิทธิ์,0.8562809632683643
Software ถูกลิขสิทธิ์,กะหรี่(ปั๊บ),0.8562809632683643
น้ำส้มดีโด้,กระเป๋า,0.8473185457363234
น้ำส้มดีโด้,ครีมกันแดด,0.8473185457363234
ครีมกันแดด,น้ำส้มดีโด้,0.8473185457363234
ครีมกันแดด,เนื้อย่าง,0.8473185457363234
น้ำส้มดีโด้,ชาบู,0.8473185457363234
กระเป๋า,เนื้อย่าง,0.8473185457363234
เนื้อย่าง,ครีมกันแดด,0.8473185457363234
กระเป๋า,น้ำส้มดีโด้,0.8473185457363234
เนื้อย่าง,ชาบู,0.8473185457363234
ชาบู,น้ำส้มดีโด้,0.8473185457363234
เนื้อย่าง,กระเป๋า,0.8473185457363234
ชาบู,เนื้อย่าง,0.8473185457363234
เนื้อย่าง,กะหรี่(ปั๊บ),0.83884918410162
กะหรี่(ปั๊บ),เนื้อย่าง,0.83884918410162
Software ถูกลิขสิทธิ์,หมอนข้าง,0.8316554899054915
หมูแดดเดียว,หมอนข้าง,0.8316554899054915
หมอนข้าง,Software ถูกลิขสิทธิ์,0.8316554899054915
หมอนข้าง,หมูแดดเดียว,0.8316554899054915
เม็ดมะม่วงหิมพานต์,ต้นไม้ประดับห้อง,0.828741930164745
ต้นไม้ประดับห้อง,เม็ดมะม่วงหิมพานต์,0.828741930164745
เนื้อวากิล,เม็ดมะม่วงหิมพานต์,0.828741930164745
เม็ดมะม่วงหิมพานต์,เนื้อวากิล,0.828741930164745
โรตี,น้ำส้มดีโด้,0.8277381083047038
น้ำส้มดีโด้,โรตี,0.8277381083047038
เนื้อวากิล,โรตี,0.827170191868511
โรตี,เนื้อวากิล,0.827170191868511
โรตี,ต้นไม้ประดับห้อง,0.827170191868511
ต้นไม้ประดับห้อง,โรตี,0.827170191868511
หมูแดดเดียว,แฟน ที่แปลว่าพัดลม,0.8255008255012383
แฟน ที่แปลว่าพัดลม,Software ถูกลิขสิทธิ์,0.8255008255012383
แฟน ที่แปลว่าพัดลม,หมูแดดเดียว,0.8255008255012383
Software ถูกลิขสิทธิ์,แฟน ที่แปลว่าพัดลม,0.8255008255012383
Lego,ต้นไม้ประดับห้อง,0.8236877675803729
ต้นไม้ประดับห้อง,Lego,0.8236877675803729
เม็ดมะม่วงหิมพานต์,Software ถูกลิขสิทธิ์,0.819688599970537
Software ถูกลิขสิทธิ์,เม็ดมะม่วงหิมพานต์,0.819688599970537
ชาบู,เนื้อวากิล,0.816496580927726
กระเป๋า,ต้นไม้ประดับห้อง,0.816496580927726
ครีมกันแดด,Board game,0.816496580927726
Board game,กระเป๋า,0.816496580927726
ต้นไม้ประดับห้อง,กระเป๋า,0.816496580927726
Board game,ชาบู,0.816496580927726
ต้นไม้ประดับห้อง,ชาบู,0.816496580927726
ชาบู,ตาชั่ง ,0.816496580927726
ครีมกันแดด,ต้นไม้ประดับห้อง,0.816496580927726
เนื้อวากิล,กระเป๋า,0.816496580927726
ครีมกันแดด,ตาชั่ง ,0.816496580927726
Board game,ครีมกันแดด,0.816496580927726
ตาชั่ง ,ชาบู,0.816496580927726
เนื้อวากิล,ครีมกันแดด,0.816496580927726
ตาชั่ง ,ครีมกันแดด,0.816496580927726
กระเป๋า,Board game,0.816496580927726
ชาบู,ต้นไม้ประดับห้อง,0.816496580927726
ต้นไม้ประดับห้อง,ครีมกันแดด,0.816496580927726
กระเป๋า,ตาชั่ง ,0.816496580927726
ชาบู,Board game,0.816496580927726
กระเป๋า,เนื้อวากิล,0.816496580927726
ตาชั่ง ,กระเป๋า,0.816496580927726
เนื้อวากิล,ชาบู,0.816496580927726
ครีมกันแดด,เนื้อวากิล,0.816496580927726
อาหารแมวคลีนเพื่อสุขภาพลดหุ่น,เครื่องย่อยเศษอาหาร,0.8164965809277259
เครื่องย่อยเศษอาหาร,อาหารแมวคลีนเพื่อสุขภาพลดหุ่น,0.8164965809277259
เนื้อย่าง,Software ถูกลิขสิทธิ์,0.8146130799625569
Software ถูกลิขสิทธิ์,เนื้อย่าง,0.8146130799625569
หมูแดดเดียว,เนื้อย่าง,0.8146130799625569
เนื้อย่าง,หมูแดดเดียว,0.8146130799625569
โรตี,Lego,0.8111071056538127
Lego,โรตี,0.8111071056538127
หมอนข้าง,เนื้อย่าง,0.8102546544402056
เนื้อย่าง,หมอนข้าง,0.8102546544402056
เนื้อวากิล,หมูแดดเดียว,0.8101404467277991
Software ถูกลิขสิทธิ์,เนื้อวากิล,0.8101404467277991
หมูแดดเดียว,เนื้อวากิล,0.8101404467277991
เนื้อวากิล,Software ถูกลิขสิทธิ์,0.8101404467277991
หมอนข้าง,ต้นไม้ประดับห้อง,0.8072073527955751
ต้นไม้ประดับห้อง,หมอนข้าง,0.8072073527955751
กะหรี่(ปั๊บ),ต้นไม้ประดับห้อง,0.8060323502739514
ตาชั่ง ,กะหรี่(ปั๊บ),0.8060323502739514
กะหรี่(ปั๊บ),เนื้อวากิล,0.8060323502739514
กะหรี่(ปั๊บ),Board game,0.8060323502739514
กะหรี่(ปั๊บ),ตาชั่ง ,0.8060323502739514
เนื้อวากิล,กะหรี่(ปั๊บ),0.8060323502739514
Board game,กะหรี่(ปั๊บ),0.8060323502739514
ต้นไม้ประดับห้อง,กะหรี่(ปั๊บ),0.8060323502739514
หมอนข้าง,ที่ยกน้ำหนัก (Dumbell),0.8051610483161057
ที่ยกน้ำหนัก (Dumbell),หมอนข้าง,0.8051610483161057
เนื้อย่าง,แฟน ที่แปลว่าพัดลม,0.8017837257372732
แฟน ที่แปลว่าพัดลม,เนื้อย่าง,0.8017837257372732
Lego,ชาบู,0.8006407690254357
ครีมกันแดด,Lego,0.8006407690254357
Lego,ครีมกันแดด,0.8006407690254357
กระเป๋า,Lego,0.8006407690254357
ชาบู,Lego,0.8006407690254357
Lego,กระเป๋า,0.8006407690254357
เม็ดมะม่วงหิมพานต์,น้ำส้มดีโด้,0.7985957062499249
น้ำส้มดีโด้,เม็ดมะม่วงหิมพานต์,0.7985957062499249
แฟน ที่แปลว่าพัดลม,ตาชั่ง ,0.7973815320737669
แฟน ที่แปลว่าพัดลม,ต้นไม้ประดับห้อง,0.7973815320737669
ตาชั่ง ,แฟน ที่แปลว่าพัดลม,0.7973815320737669
ต้นไม้ประดับห้อง,แฟน ที่แปลว่าพัดลม,0.7973815320737669
Board game,โรตี,0.7953559537197223
โรตี,Board game,0.7953559537197223
ตาชั่ง ,โรตี,0.7953559537197223
โรตี,ตาชั่ง ,0.7953559537197223
ที่ยกน้ำหนัก (Dumbell),โรตี,0.7947194142390264
โรตี,ที่ยกน้ำหนัก (Dumbell),0.7947194142390264
Lego,กะหรี่(ปั๊บ),0.7891151390657151
กะหรี่(ปั๊บ),Lego,0.7891151390657151
หมอนข้าง,Lego,0.7888934916555407
Lego,หมอนข้าง,0.7888934916555407
น้องหมา,ชุดน้องหมา,0.7844645405527362
ชุดน้องหมา,น้องหมา,0.7844645405527362
กระเป๋า,ที่ยกน้ำหนัก (Dumbell),0.7844645405527361
ที่ยกน้ำหนัก (Dumbell),กระเป๋า,0.7844645405527361
ที่ยกน้ำหนัก (Dumbell),ชาบู,0.7844645405527361
ครีมกันแดด,ที่ยกน้ำหนัก (Dumbell),0.7844645405527361
ที่ยกน้ำหนัก (Dumbell),ครีมกันแดด,0.7844645405527361
ชาบู,ที่ยกน้ำหนัก (Dumbell),0.7844645405527361
เนื้อย่าง,ต้นไม้ประดับห้อง,0.7783117824941562
ต้นไม้ประดับห้อง,เนื้อย่าง,0.7783117824941562
เม็ดมะม่วงหิมพานต์,Lego,0.7775419143502352
Lego,เม็ดมะม่วงหิมพานต์,0.7775419143502352
Board game,Software ถูกลิขสิทธิ์,0.7749169490439817
ต้นไม้ประดับห้อง,หมูแดดเดียว,0.7749169490439817
Software ถูกลิขสิทธิ์,ตาชั่ง ,0.7749169490439817
หมูแดดเดียว,ต้นไม้ประดับห้อง,0.7749169490439817
ตาชั่ง ,Software ถูกลิขสิทธิ์,0.7749169490439817
Software ถูกลิขสิทธิ์,Board game,0.7749169490439817
หมูแดดเดียว,Software ถูกลิขสิทธิ์,0.7741935483870969
Software ถูกลิขสิทธิ์,หมูแดดเดียว,0.7741935483870969
หมอนข้าง,ตาชั่ง ,0.7735737130957594
เนื้อวากิล,หมอนข้าง,0.7735737130957594
ตาชั่ง ,หมอนข้าง,0.7735737130957594
หมอนข้าง,เนื้อวากิล,0.7735737130957594
ที่ยกน้ำหนัก (Dumbell),Software ถูกลิขสิทธิ์,0.7698973538621047
Software ถูกลิขสิทธิ์,ที่ยกน้ำหนัก (Dumbell),0.7698973538621047
Board game,ตาชั่ง ,0.7692307692307692
ตาชั่ง ,Board game,0.7692307692307692
แฟน ที่แปลว่าพัดลม,น้ำส้มดีโด้,0.7683760704982201
น้ำส้มดีโด้,แฟน ที่แปลว่าพัดลม,0.7683760704982201
Board game,แฟน ที่แปลว่าพัดลม,0.76271276980969
แฟน ที่แปลว่าพัดลม,Board game,0.76271276980969
แฟน ที่แปลว่าพัดลม,เนื้อวากิล,0.76271276980969
เนื้อวากิล,แฟน ที่แปลว่าพัดลม,0.76271276980969
เม็ดมะม่วงหิมพานต์,ตาชั่ง ,0.7624425757515653
ตาชั่ง ,เม็ดมะม่วงหิมพานต์,0.7624425757515653
เม็ดมะม่วงหิมพานต์,ที่ยกน้ำหนัก (Dumbell),0.7590721152765896
ที่ยกน้ำหนัก (Dumbell),เม็ดมะม่วงหิมพานต์,0.7590721152765896
Botox,คอร์สโบท็อกกราม,0.7559289460184545
คอร์สโบท็อกกราม,Botox,0.7559289460184545
เนื้อย่าง,Lego,0.7559289460184543
Lego,เนื้อย่าง,0.7559289460184543
หมอนข้าง,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.7484811885651197
เครื่องดูดฝุ่นอัตโนมัติ (robot),หมอนข้าง,0.7484811885651197
น้ำส้มดีโด้,Software ถูกลิขสิทธิ์,0.7467286566323438
Software ถูกลิขสิทธิ์,น้ำส้มดีโด้,0.7467286566323438
น้ำส้มดีโด้,หมอนข้าง,0.7454342820849891
หมอนข้าง,น้ำส้มดีโด้,0.7454342820849891
ตาชั่ง ,Lego,0.7452413135250993
Lego,ตาชั่ง ,0.7452413135250993
คอลลาเจน,โรตี,0.7433919416750281
เครื่องดูดฝุ่นอัตโนมัติ (robot),โรตี,0.7433919416750281
โรตี,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.7433919416750281
โรตี,คอลลาเจน,0.7433919416750281
เครื่องดูดฝุ่นอัตโนมัติ (robot),Lego,0.741940826802374
Lego,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.741940826802374
เนื้อย่าง,ตาชั่ง ,0.7412493166611012
น้ำส้มดีโด้,Board game,0.7412493166611012
Board game,น้ำส้มดีโด้,0.7412493166611012
ตาชั่ง ,เนื้อย่าง,0.7412493166611012
Software ถูกลิขสิทธิ์,ต้นไม้ประดับห้อง,0.7396934513601643
ต้นไม้ประดับห้อง,Software ถูกลิขสิทธิ์,0.7396934513601643
กะหรี่(ปั๊บ),ที่ยกน้ำหนัก (Dumbell),0.7382716607354267
ที่ยกน้ำหนัก (Dumbell),กะหรี่(ปั๊บ),0.7382716607354267
คอลลาเจน,ชาบู,0.7337993857053429
กระเป๋า,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.7337993857053429
คอลลาเจน,กระเป๋า,0.7337993857053429
คอลลาเจน,ครีมกันแดด,0.7337993857053429
ครีมกันแดด,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.7337993857053429
เครื่องดูดฝุ่นอัตโนมัติ (robot),ครีมกันแดด,0.7337993857053429
เครื่องดูดฝุ่นอัตโนมัติ (robot),กระเป๋า,0.7337993857053429
เครื่องดูดฝุ่นอัตโนมัติ (robot),ชาบู,0.7337993857053429
ชาบู,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.7337993857053429
ชาบู,คอลลาเจน,0.7337993857053429
ครีมกันแดด,คอลลาเจน,0.7337993857053429
กระเป๋า,คอลลาเจน,0.7337993857053429
แฟน ที่แปลว่าพัดลม,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.7329409123199365
เครื่องดูดฝุ่นอัตโนมัติ (robot),แฟน ที่แปลว่าพัดลม,0.7329409123199365
เนื้อวากิล,ต้นไม้ประดับห้อง,0.7307692307692308
Board game,ต้นไม้ประดับห้อง,0.7307692307692308
ต้นไม้ประดับห้อง,เนื้อวากิล,0.7307692307692308
ต้นไม้ประดับห้อง,Board game,0.7307692307692308
ต้นไม้ประดับห้อง,ตาชั่ง ,0.7307692307692308
ตาชั่ง ,ต้นไม้ประดับห้อง,0.7307692307692308
เม็ดมะม่วงหิมพานต์,Board game,0.7292928985449755
Board game,เม็ดมะม่วงหิมพานต์,0.7292928985449755
แฟน ที่แปลว่าพัดลม,ที่ยกน้ำหนัก (Dumbell),0.7216878364870322
ที่ยกน้ำหนัก (Dumbell),แฟน ที่แปลว่าพัดลม,0.7216878364870322
ต้นไม้ประดับห้อง,ที่ยกน้ำหนัก (Dumbell),0.7205766921228921
เนื้อวากิล,ที่ยกน้ำหนัก (Dumbell),0.7205766921228921
ที่ยกน้ำหนัก (Dumbell),เนื้อวากิล,0.7205766921228921
ที่ยกน้ำหนัก (Dumbell),ต้นไม้ประดับห้อง,0.7205766921228921
Software ถูกลิขสิทธิ์,Lego,0.7184212081070996
Lego,Software ถูกลิขสิทธิ์,0.7184212081070996
กะหรี่(ปั๊บ),เครื่องดูดฝุ่นอัตโนมัติ (robot),0.7174960033341752
เครื่องดูดฝุ่นอัตโนมัติ (robot),กะหรี่(ปั๊บ),0.7174960033341752
คอลลาเจน,กะหรี่(ปั๊บ),0.7174960033341752
กะหรี่(ปั๊บ),คอลลาเจน,0.7174960033341752
เสื้อซีทรู,ชุดนอนไม่ได้นอน,0.7171371656006362
ชุดนอนไม่ได้นอน,เสื้อซีทรู,0.7171371656006362
หมูแดดเดียว,น้ำส้มดีโด้,0.7127864449672372
น้ำส้มดีโด้,หมูแดดเดียว,0.7127864449672372
จักรยานเสือภูเขา,ที่ยกน้ำหนัก (Dumbell),0.7092081432669751
ที่ยกน้ำหนัก (Dumbell),จักรยานเสือภูเขา,0.7092081432669751
Lego,แฟน ที่แปลว่าพัดลม,0.7071067811865475
แฟน ที่แปลว่าพัดลม,Lego,0.7071067811865475
หมอนข้าง,Board game,0.7063064336961281
Board game,หมอนข้าง,0.7063064336961281
Lego,เนื้อวากิล,0.7060180864974626
Lego,Board game,0.7060180864974626
เนื้อวากิล,Lego,0.7060180864974626
Board game,Lego,0.7060180864974626
คอลลาเจน,Software ถูกลิขสิทธิ์,0.7054756215026585
Software ถูกลิขสิทธิ์,คอลลาเจน,0.7054756215026585
หมูแดดเดียว,Board game,0.7044699536763469
Board game,หมูแดดเดียว,0.7044699536763469
เนื้อย่าง,Board game,0.7041868508280461
Board game,เนื้อย่าง,0.7041868508280461
ตาชั่ง ,น้ำส้มดีโด้,0.7041868508280461
น้ำส้มดีโด้,ตาชั่ง ,0.7041868508280461
หลอดไฟเปลี่ยนสีได้,ไฟอัจฉริยะ,0.7016464154456235
ไฟอัจฉริยะ,หลอดไฟเปลี่ยนสีได้,0.7016464154456235
เม็ดมะม่วงหิมพานต์,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.7008255578851517
คอลลาเจน,เม็ดมะม่วงหิมพานต์,0.7008255578851517
เครื่องดูดฝุ่นอัตโนมัติ (robot),เม็ดมะม่วงหิมพานต์,0.7008255578851517
เม็ดมะม่วงหิมพานต์,คอลลาเจน,0.7008255578851517
คอลลาเจน,Lego,0.6982972487551756
Lego,คอลลาเจน,0.6982972487551756
กระเป๋า,แพ็คเกจไทยเที่ยวไทย,0.6979824404521128
ชาบู,แพ็คเกจไทยเที่ยวไทย,0.6979824404521128
แพ็คเกจไทยเที่ยวไทย,ครีมกันแดด,0.6979824404521128
แพ็คเกจไทยเที่ยวไทย,ชาบู,0.6979824404521128
แพ็คเกจไทยเที่ยวไทย,กระเป๋า,0.6979824404521128
ครีมกันแดด,แพ็คเกจไทยเที่ยวไทย,0.6979824404521128
ที่ยกน้ำหนัก (Dumbell),หมูแดดเดียว,0.6965737963514281
หมูแดดเดียว,ที่ยกน้ำหนัก (Dumbell),0.6965737963514281
ที่ยกน้ำหนัก (Dumbell),เนื้อย่าง,0.6943650748294136
เนื้อย่าง,ที่ยกน้ำหนัก (Dumbell),0.6943650748294136
ตาชั่ง ,เนื้อวากิล,0.6923076923076924
เนื้อวากิล,Board game,0.6923076923076924
Board game,เนื้อวากิล,0.6923076923076924
เนื้อวากิล,ตาชั่ง ,0.6923076923076924
แพ็คเกจไทยเที่ยวไทย,แฟน ที่แปลว่าพัดลม,0.6894410398057408
แฟน ที่แปลว่าพัดลม,แพ็คเกจไทยเที่ยวไทย,0.6894410398057408
เครื่องดูดฝุ่นอัตโนมัติ (robot),ตาชั่ง ,0.6847367880174607
ต้นไม้ประดับห้อง,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.6847367880174607
ตาชั่ง ,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.6847367880174607
เครื่องดูดฝุ่นอัตโนมัติ (robot),ต้นไม้ประดับห้อง,0.6847367880174607
Lego,หมูแดดเดียว,0.6825001477017446
หมูแดดเดียว,Lego,0.6825001477017446
กะหรี่(ปั๊บ),แพ็คเกจไทยเที่ยวไทย,0.6788828577642428
แพ็คเกจไทยเที่ยวไทย,กะหรี่(ปั๊บ),0.6788828577642428
น้ำส้มดีโด้,เนื้อย่าง,0.6785714285714286
เนื้อย่าง,น้ำส้มดีโด้,0.6785714285714286
มะม่วงเบา,เม็ดมะม่วงหิมพานต์,0.6761234037828132
เม็ดมะม่วงหิมพานต์,มะม่วงเบา,0.6761234037828132
คอลลาเจน,หมอนข้าง,0.6736330697086078
หมอนข้าง,คอลลาเจน,0.6736330697086078
หมูแดดเดียว,มะม่วงเบา,0.6735198826004059
มะม่วงเบา,หมูแดดเดียว,0.6735198826004059
แพ็คเกจไทยเที่ยวไทย,โรตี,0.6698906348083082
โรตี,แพ็คเกจไทยเที่ยวไทย,0.6698906348083082
หมูแดดเดียว,ตาชั่ง ,0.6692464559925296
ตาชั่ง ,หมูแดดเดียว,0.6692464559925296
คอลลาเจน,ที่ยกน้ำหนัก (Dumbell),0.6681531047810609
ที่ยกน้ำหนัก (Dumbell),คอลลาเจน,0.6681531047810609
ไฟอัจฉริยะ,จักรยานเสือภูเขา,0.6671243849949912
น้ำส้มดีโด้,ต้นไม้ประดับห้อง,0.6671243849949912
จักรยานเสือภูเขา,ไฟอัจฉริยะ,0.6671243849949912
ต้นไม้ประดับห้อง,น้ำส้มดีโด้,0.6671243849949912
ห้องน้ำแมวอัตโนมัติ,กระเป๋า chanel,0.6666666666666666
ห้องน้ำแมวอัตโนมัติ,อาหารแมวคลีนเพื่อสุขภาพลดหุ่น,0.6666666666666666
กระเป๋า chanel,ห้องน้ำแมวอัตโนมัติ,0.6666666666666666
กระเป๋า chanel,อาหารแมวคลีนเพื่อสุขภาพลดหุ่น,0.6666666666666666
อาหารแมวคลีนเพื่อสุขภาพลดหุ่น,ห้องน้ำแมวอัตโนมัติ,0.6666666666666666
อาหารแมวคลีนเพื่อสุขภาพลดหุ่น,กระเป๋า chanel,0.6666666666666666
เครื่องดูดฝุ่นอัตโนมัติ (robot),ไฟอัจฉริยะ,0.6657502859356826
ไฟอัจฉริยะ,เครื่องดูดฝุ่นอัตโนมัติ (robot),0.6657502859356826
ที่ยกน้ำหนัก (Dumbell),มะม่วงเบา,0.6634034720037774
มะม่วงเบา,ที่ยกน้ำหนัก (Dumbell),0.6634034720037774
คอลลาเจน,น้ำส้มดีโด้,0.659828879073858
น้ำส้มดีโด้,คอลลาเจน,0.659828879073858
หมูแดดเดียว,แพ็คเกจไทยเที่ยวไทย,0.6592685147442634
แพ็คเกจไทยเที่ยวไทย,หมูแดดเดียว,0.6592685147442634
เม็ดมะม่วงหิมพานต์,แพ็คเกจไทยเที่ยวไทย,0.659231724180059
แพ็คเกจไทยเที่ยวไทย,เม็ดมะม่วงหิมพานต์,0.659231724180059
เม็ดมะม่วงหิมพานต์,หมอนสุขภาพสำหรับคนนอนไม่หลับ,0.6546536707079772
หมอนสุขภาพสำหรับคนนอนไม่หลับ,เม็ดมะม่วงหิมพานต์,0.6546536707079772
เครื่องทำลายเอกสาร,ไดร์เป่าผม Dyson,0.6546536707079771
ไดร์เป่าผม Dyson,เครื่องทำลายเอกสาร,0.6546536707079771
Lego,ที่ยกน้ำหนัก (Dumbell),0.6531972647421808
ที่ยกน้ำหนัก (Dumbell),Lego,0.6531972647421808
ไฟอัจฉริยะ,ตาชั่ง ,0.6527139518645054
ตาชั่ง ,ไฟอัจฉริยะ,0.6527139518645054
